,Player,Pos,Team,Salary,Score
0,Stephen Curry,PG,GS,$9100,52
1,Trae Young,PG,ATL,$7400,50.2
2,Andre Iguodala,SG,GS,$4500,32.5
3,Avery Bradley,SG,MEM,$3600,50.2
4,LeBron James,SF,LAL,$11200,75.2
5,Rudy Gay,SF,SA,$5900,43.4
6,Jayson Tatum,PF,BOS,$7200,44.5
7,Khem Birch,PF,ORL,$3600,18
8,Al Horford,C,BOS,$7500,51.1
