,Player,Pos,Team,Salary,Score
0,Ben Simmons,PG,PHI,$9400,53.1
1,Stephen Curry,PG,GS,$9400,51.1
2,D'Angelo Russell,SG,BKN,$8100,73.8
3,Kentavious Caldwell-Pope,SG,LAL,$4200,49.1
4,JJ Redick,SF,PHI,$5800,50
5,Tyreke Evans,SF,IND,$3500,36.1
6,Draymond Green,PF,GS,$6600,41.5
7,Domantas Sabonis,PF,IND,$6500,39.2
8,Brook Lopez,C,MIL,$6200,60.3
