,Player,Pos,Team,Salary,Score
0,Chris Paul,PG,HOU,$7800,60.1
1,Reggie Jackson,PG,DET,$6300,43.1
2,Donovan Mitchell,SG,UTA,$9200,44.4
3,Sterling Brown,SG,MIL,$3900,33.6
4,Giannis Antetokounmpo,SF,MIL,$11000,70.3
5,Jae Crowder,SF,UTA,$4100,34.3
6,Derrick Favors,PF,UTA,$7400,32.7
7,D.J. Wilson,PF,MIL,$3600,7.2
8,Brook Lopez,C,MIL,$6700,30.5
