,Player,Pos,Team,Salary,Score
0,Jeff Teague,PG,MIN,$6900,45.6
1,Elfrid Payton,PG,NO,$6700,47
2,Devin Booker,SG,PHO,$9300,64.1
3,Damyean Dotson,SG,NY,$4800,45.2
4,Giannis Antetokounmpo,SF,MIL,$12100,54.6
5,Keita Bates-Diop,SF,MIN,$3500,37.7
6,LaMarcus Aldridge,PF,SA,$8400,62
7,Taj Gibson,PF,MIN,$4800,45.1
8,Kevon Looney,C,GS,$3500,21.4
