,Player,Pos,Team,Salary,Score
0,Russell Westbrook,PG,OKC,$11800,54.5
1,Tony Parker,PG,CHA,$3700,28.2
2,Bradley Beal,SG,WAS,$9700,49
3,Kevin Huerter,SG,ATL,$5000,36.1
4,TJ Warren,SF,PHO,$6200,44.5
5,Otto Porter Jr.,SF,WAS,$4900,42.7
6,Domantas Sabonis,PF,IND,$7000,36.2
7,Marvin Williams,PF,CHA,$5500,33.4
8,Willy Hernangomez,C,CHA,$5100,35.8
