,Player,Pos,Team,Salary,Score
0,Kyle Lowry,PG,TOR,$8000,44.3
1,Chris Paul,PG,HOU,$7800,47.5
2,Bradley Beal,SG,WAS,$9500,49.4
3,Jeremy Lamb,SG,CHA,$5700,55.7
4,Paul George,SF,OKC,$11400,63.7
5,Jabari Parker,SF,WAS,$3900,40
6,Kenrich Williams,PF,NO,$5500,39.1
7,Khem Birch,PF,ORL,$3600,25
8,Joakim Noah,C,MEM,$3700,39.3
