,Player,Pos,Team,Salary,Score
0,Chris Paul,PG,HOU,$9100,66.9
1,Mike Conley,PG,MEM,$7700,44.5
2,Victor Oladipo,SG,IND,$9000,58.3
3,Caris LeVert,SG,BKN,$7100,47.8
4,Carmelo Anthony,SF,HOU,$6200,34.8
5,Dorian Finney-Smith,SF,DAL,$3600,35.4
6,Draymond Green,PF,GS,$8000,44.3
7,Jerami Grant,PF,OKC,$4900,40.8
8,Mitchell Robinson,C,NY,$4200,41.5
