,Player,Pos,Team,Salary,Score
0,Damian Lillard,PG,POR,$9600,59.4
1,Ben Simmons,PG,PHI,$9400,45.4
2,DeMar DeRozan,SG,SA,$8600,56.6
3,Dwyane Wade,SG,MIA,$5700,35.6
4,Harrison Barnes,SF,DAL,$6000,42.3
5,Maurice Harkless,SF,POR,$3500,29.9
6,Al-Farouq Aminu,PF,POR,$4700,37.3
7,Kelly Olynyk,PF,MIA,$3700,32.1
8,Hassan Whiteside,C,MIA,$8200,61
