,Player,Pos,Team,Salary,Score
0,Kyrie Irving,PG,BOS,$9000,61.7
1,Ricky Rubio,PG,UTA,$6500,45.3
2,James Harden,SG,HOU,$12600,57.6
3,Pat Connaughton,SG,MIL,$4600,45.3
4,Bojan Bogdanovic,SF,IND,$6200,47.1
5,Royce O'Neale,SF,UTA,$3500,25.4
6,Derrick Favors,PF,UTA,$7000,39.4
7,Thaddeus Young,PF,IND,$6400,38.7
8,Thon Maker,C,DET,$3600,17.9
