,Player,Pos,Team,Salary,Score
0,Jamal Murray,PG,DEN,$8000,52.4
1,Bryn Forbes,PG,SA,$4400,31.1
2,James Harden,SG,HOU,$13000,80.5
3,Klay Thompson,SG,GS,$7400,52
4,Norman Powell,SF,TOR,$3900,29.6
5,Gerald Green,SF,HOU,$3700,29.8
6,Draymond Green,PF,GS,$6900,42.2
7,Harry Giles III,PF,SAC,$3600,16.5
8,Clint Capela,C,HOU,$8600,63.7
