,Player,Pos,Team,Salary,Score
0,Kemba Walker,PG,CHA,$8900,51.2
1,Fred VanVleet,PG,TOR,$4000,27.4
2,DeMar DeRozan,SG,SA,$8800,54.2
3,Danny Green,SG,TOR,$4500,30
4,Kawhi Leonard,SF,TOR,$10400,46.6
5,Rudy Gay,SF,SA,$6100,47
6,Serge Ibaka,PF,TOR,$6700,45.2
7,Kevin Knox,PF,NY,$5200,47
8,Cody Zeller,C,CHA,$5200,35.4
