,Player,Pos,Team,Salary,Score
0,Jamal Murray,PG,DEN,$7400,44
1,Seth Curry,PG,POR,$3500,20.1
2,Jimmy Butler,SG,PHI,$9400,47.2
3,Gary Harris,SG,DEN,$5000,26
4,Kawhi Leonard,SF,TOR,$9900,56.3
5,Evan Turner,SF,POR,$3600,7.8
6,Al-Farouq Aminu,PF,POR,$5300,33.6
7,Serge Ibaka,PF,TOR,$5000,31.8
8,Nikola Jokic,C,DEN,$10600,54.9
