,Player,Pos,Team,Salary,Score
0,John Wall,PG,WAS,$9600,56.4
1,Tony Parker,PG,CHA,$3600,32
2,Jrue Holiday,SG,NO,$7800,42.1
3,Allen Crabbe,SG,BKN,$3600,25
4,Nemanja Bjelica,SF,SAC,$5800,49.9
5,Kelly Oubre Jr.,SF,WAS,$4000,40.8
6,Anthony Davis,PF,NO,$13000,65.3
7,Montrezl Harrell,PF,LAC,$5400,49.7
8,Willie Cauley-Stein,C,SAC,$7000,43.7
