,Player,Pos,Team,Salary,Score
0,Eric Bledsoe,PG,MIL,$6800,58.9
1,Rajon Rondo,PG,LAL,$4300,47.4
2,Buddy Hield,SG,SAC,$6900,51.7
3,Bogdan Bogdanovic,SG,SAC,$5700,57.6
4,Otto Porter Jr.,SF,CHI,$6700,46.7
5,Trevor Ariza,SF,WAS,$6500,49.5
6,Julius Randle,PF,NO,$8100,50.7
7,Harry Giles III,PF,SAC,$3700,30.4
8,Karl-Anthony Towns,C,MIN,$11200,68.1
