,Player,Pos,Team,Salary,Score
0,Ben Simmons,PG,PHI,$9500,32.8
1,Eric Bledsoe,PG,MIL,$8000,59.3
2,D'Angelo Russell,SG,BKN,$9000,45.4
3,Pat Connaughton,SG,MIL,$5200,33.1
4,JaKarr Sampson,SF,CHI,$5500,46.1
5,Jared Dudley,SF,BKN,$3500,30.7
6,Rodions Kurucs,PF,BKN,$3600,20.5
7,Ersan Ilyasova,PF,MIL,$3500,23.4
8,Joel Embiid,C,PHI,$12200,46.5
