,Player,Pos,Team,Salary,Score
0,Chris Paul,PG,HOU,$9000,39.5
1,Bryn Forbes,PG,SA,$3700,21.2
2,DeMar DeRozan,SG,SA,$8900,59.7
3,Lou Williams,SG,LAC,$6800,27.6
4,Gary Harris,SF,DEN,$7000,32.6
5,Juancho Hernangomez,SF,DEN,$4100,39.3
6,Paul Millsap,PF,DEN,$6200,53.3
7,Omari Spellman,PF,ATL,$4500,37.5
8,Nikola Jokic,C,DEN,$9700,46.3
