,Player,Pos,Team,Salary,Score
0,Kyle Lowry,PG,TOR,$8900,58.7
1,Shelvin Mack,PG,MEM,$4200,38.2
2,DeMar DeRozan,SG,SA,$9900,42.9
3,Evan Fournier,SG,ORL,$5800,33.7
4,Andrew Wiggins,SF,MIN,$6600,27.7
5,Trevor Ariza,SF,PHO,$5000,36.3
6,Serge Ibaka,PF,TOR,$6500,54
7,Pascal Siakam,PF,TOR,$5800,37.1
8,Jusuf Nurkic,C,POR,$7100,36.4
