,Player,Pos,Team,Salary,Score
0,Russell Westbrook,PG,OKC,$11800,53.5
1,Cory Joseph,PG,IND,$4100,16.1
2,Dennis Schroder,SG,OKC,$5000,37
3,Jaylen Brown,SG,BOS,$4400,33.9
4,Bojan Bogdanovic,SF,IND,$6500,32
5,Jonathan Isaac,SF,ORL,$5100,35.9
6,Pascal Siakam,PF,TOR,$8500,49.2
7,Domantas Sabonis,PF,IND,$5800,34.4
8,Nikola Vucevic,C,ORL,$8700,54.8
