,Player,Pos,Team,Salary,Score
0,De'Aaron Fox,PG,SAC,$6600,43.8
1,Trae Young,PG,ATL,$6100,55.9
2,James Harden,SG,HOU,$11700,59.8
3,Iman Shumpert,SG,SAC,$3600,48.6
4,Danilo Gallinari,SF,LAC,$6500,37.8
5,Nemanja Bjelica,SF,SAC,$5200,35
6,Kevin Love,PF,CLE,$8100,40.9
7,Montrezl Harrell,PF,LAC,$4500,43.5
8,Alex Len,C,ATL,$5400,46.2
