,Player,Pos,Team,Salary,Score
0,De'Aaron Fox,PG,SAC,$8600,39.6
1,George Hill,PG,MIL,$3900,33.5
2,Bogdan Bogdanovic,SG,SAC,$5800,33.3
3,Sterling Brown,SG,MIL,$4100,23.5
4,Giannis Antetokounmpo,SF,MIL,$12200,84.6
5,JJ Redick,SF,PHI,$5600,41.9
6,Johnathan Williams,PF,LAL,$3800,38.1
7,Mike Scott,PF,PHI,$3500,27.1
8,Joel Embiid,C,PHI,$11600,81.1
