,Player,Pos,Team,Salary,Score
0,Ben Simmons,PG,PHI,$11000,51.1
1,John Wall,PG,WAS,$9600,52.1
2,Josh Hart,SG,LAL,$4200,39.3
3,Rodney McGruder,SG,MIA,$3500,39.6
4,Josh Richardson,SF,MIA,$6900,44.3
5,Jeff Green,SF,WAS,$3600,30.3
6,Bobby Portis,PF,CHI,$5700,42.2
7,Zach Collins,PF,POR,$3800,33.2
8,Joel Embiid,C,PHI,$10800,61.9
