,Player,Pos,Team,Salary,Score
0,Elfrid Payton,PG,NO,$7000,51.5
1,Jalen Brunson,PG,DAL,$5400,48
2,DeMar DeRozan,SG,SA,$8900,55.8
3,Kentavious Caldwell-Pope,SG,LAL,$3500,37.7
4,Cedi Osman,SF,CLE,$5800,37.6
5,James Ennis III,SF,PHI,$3700,23.4
6,Anthony Davis,PF,NO,$7600,42.4
7,Montrezl Harrell,PF,LAC,$7200,46.7
8,Joel Embiid,C,PHI,$10300,56.3
