,Player,Pos,Team,Salary,Score
0,Terry Rozier,PG,BOS,$4400,37.2
1,Tyler Johnson,PG,MIA,$3900,21.2
2,James Harden,SG,HOU,$14300,75.6
3,Buddy Hield,SG,SAC,$6400,52.3
4,Norman Powell,SF,TOR,$3700,30.2
5,CJ Miles,SF,TOR,$3500,28.2
6,Kyle Kuzma,PF,LAL,$7600,49.1
7,PJ Tucker,PF,HOU,$5500,38.8
8,Nikola Jokic,C,DEN,$10700,52.2
