,Player,Pos,Team,Salary,Score
0,Darren Collison,PG,IND,$6100,40.1
1,Patrick Beverley,PG,LAC,$4400,53.9
2,Victor Oladipo,SG,IND,$7800,42.9
3,Avery Bradley,SG,LAC,$3600,28
4,Kelly Oubre Jr.,SF,PHO,$5900,31.6
5,Rudy Gay,SF,SA,$5300,31.1
6,LaMarcus Aldridge,PF,SA,$8600,53.8
7,Tobias Harris,PF,LAC,$8000,63.3
8,Karl-Anthony Towns,C,MIN,$10300,61.4
