,Player,Pos,Team,Salary,Score
0,Stephen Curry,PG,GS,$8700,36.7
1,George Hill,PG,MIL,$5400,23.1
2,James Harden,SG,HOU,$11800,60.8
3,Klay Thompson,SG,GS,$7000,41.3
4,Eric Gordon,SF,HOU,$6100,25.9
5,Nikola Mirotic,SF,MIL,$4500,36.7
6,Draymond Green,PF,GS,$9000,37.9
7,Kevon Looney,PF,GS,$3700,23.8
8,Aron Baynes,C,BOS,$3500,7.2
