,Player,Pos,Team,Salary,Score
0,Derrick White,PG,SA,$5900,36.3
1,Patrick Beverley,PG,LAC,$3800,33.7
2,James Harden,SG,HOU,$13300,74.8
3,Jaylen Brown,SG,BOS,$4000,38.2
4,DeMarre Carroll,SF,BKN,$4600,31.8
5,Darius Miller,SF,NO,$3700,23.1
6,Anthony Davis,PF,NO,$12700,82.2
7,Jayson Tatum,PF,BOS,$6000,56.5
8,Jarrett Allen,C,BKN,$6000,48.4
