,Player,Pos,Team,Salary,Score
0,Goran Dragic,PG,MIA,$5000,56.9
1,Bryn Forbes,PG,SA,$3900,41.2
2,Khris Middleton,SG,MIL,$7000,58.3
3,Wayne Ellington,SG,DET,$3700,34
4,Giannis Antetokounmpo,SF,MIL,$12400,57.3
5,Justin Jackson,SF,DAL,$3600,27.8
6,Pascal Siakam,PF,TOR,$7500,50.5
7,Christian Wood,PF,NO,$5500,48.3
8,Joel Embiid,C,PHI,$11400,73.6
