,Player,Pos,Team,Salary,Score
0,Stephen Curry,PG,GS,$9200,36.8
1,D.J. Augustin,PG,ORL,$5000,35.6
2,Dion Waiters,SG,MIA,$4400,36.6
3,Kent Bazemore,SG,ATL,$4100,17
4,Kevin Durant,SF,GS,$9700,52.2
5,Josh Richardson,SF,MIA,$6700,46.7
6,Draymond Green,PF,GS,$6700,37.4
7,Bam Adebayo,PF,MIA,$4100,32.7
8,Nikola Vucevic,C,ORL,$9600,39.9
