,Player,Pos,Team,Salary,Score
0,Jeff Teague,PG,MIN,$6100,50.6
1,Matthew Dellavedova,PG,CLE,$3700,30.1
2,D'Angelo Russell,SG,BKN,$9000,49.4
3,Jordan Clarkson,SG,CLE,$6200,60.1
4,Giannis Antetokounmpo,SF,MIL,$11900,79.3
5,Harrison Barnes,SF,SAC,$5400,43.2
6,Pascal Siakam,PF,TOR,$6800,64
7,Paul Millsap,PF,DEN,$5900,52.6
8,Mitchell Robinson,C,NY,$5000,49.1
