,Player,Pos,Team,Salary,Score
0,Russell Westbrook,PG,OKC,$11300,60.1
1,Ricky Rubio,PG,UTA,$6500,49.8
2,Devin Booker,SG,PHO,$7700,50.6
3,Iman Shumpert,SG,SAC,$3800,38.6
4,Trevor Ariza,SF,PHO,$4500,36.9
5,Dante Cunningham,SF,SA,$3700,30.9
6,Montrezl Harrell,PF,LAC,$7800,59.7
7,Domantas Sabonis,PF,IND,$6800,45.3
8,Julius Randle,C,NO,$7300,55.8
