,Player,Pos,Team,Salary,Score
0,John Wall,PG,WAS,$10400,53.8
1,Kemba Walker,PG,CHA,$9200,50.1
2,Khris Middleton,SG,MIL,$7200,39.6
3,CJ McCollum,SG,POR,$6700,65
4,Otto Porter Jr.,SF,WAS,$6100,45.7
5,Harrison Barnes,SF,DAL,$6000,43.1
6,Marvin Williams,PF,CHA,$3900,32.1
7,Richaun Holmes,PF,PHO,$3500,32
8,Jarrett Allen,C,BKN,$6700,33.3
