,Player,Pos,Team,Salary,Score
0,Kyrie Irving,PG,BOS,$9600,62
1,Tyler Johnson,PG,PHO,$4700,50
2,D'Angelo Russell,SG,BKN,$9100,56.7
3,Buddy Hield,SG,SAC,$6300,49
4,LeBron James,SF,LAL,$11800,64.4
5,Keita Bates-Diop,SF,MIN,$3500,19.7
6,Marvin Bagley III,PF,SAC,$6100,49.5
7,PJ Tucker,PF,HOU,$4500,48
8,Thomas Bryant,C,WAS,$4300,54.4
