,Player,Pos,Team,Salary,Score
0,Russell Westbrook,PG,OKC,$12000,55.4
1,Brad Wanamaker,PG,BOS,$3500,36.7
2,Donovan Mitchell,SG,UTA,$9800,62.4
3,Jamal Crawford,SG,PHO,$5600,66.5
4,Kenrich Williams,SF,NO,$5000,40.4
5,Maurice Harkless,SF,POR,$4900,47.6
6,Luke Kornet,PF,NY,$4500,51.6
7,Dirk Nowitzki,PF,DAL,$3900,45.1
8,Andre Drummond,C,DET,$10200,62.9
