,Player,Pos,Team,Salary,Score
0,Kemba Walker,PG,CHA,$9200,54.5
1,Eric Bledsoe,PG,MIL,$7800,62.5
2,Donovan Mitchell,SG,UTA,$9000,46.1
3,Danny Green,SG,TOR,$4200,48.5
4,Bojan Bogdanovic,SF,IND,$6500,44.4
5,Evan Turner,SF,POR,$3500,43.2
6,Josh Jackson,PF,PHO,$5300,55
7,Khem Birch,PF,ORL,$3800,20.8
8,Andre Drummond,C,DET,$10700,54.9
