,Player,Pos,Team,Salary,Score
0,Damian Lillard,PG,POR,$9700,43.8
1,Kyrie Irving,PG,BOS,$8800,39.5
2,Sterling Brown,SG,MIL,$4300,37.1
3,Luke Kennard,SG,DET,$3800,26.8
4,Giannis Antetokounmpo,SF,MIL,$12500,52.4
5,Glenn Robinson III,SF,DET,$3500,15.6
6,Thaddeus Young,PF,IND,$5400,36.8
7,Marcus Morris,PF,BOS,$4400,28.4
8,Enes Kanter,C,POR,$7500,51.6
