,Player,Pos,Team,Salary,Score
0,Dennis Smith Jr.,PG,NY,$6600,47.4
1,Isaiah Canaan,PG,MIN,$3500,26.9
2,Jimmy Butler,SG,PHI,$8200,46.9
3,Andrew Wiggins,SG,MIN,$6000,49.5
4,Kelly Oubre Jr.,SF,PHO,$6700,54.4
5,Jabari Parker,SF,WAS,$4200,45.7
6,Lauri Markkanen,PF,CHI,$8100,55.6
7,Larry Nance Jr.,PF,CLE,$6500,49.8
8,Andre Drummond,C,DET,$10000,67
