,Player,Pos,Team,Salary,Score
0,Emmanuel Mudiay,PG,NY,$6100,38.9
1,Shabazz Napier,PG,BKN,$3900,29
2,DeMar DeRozan,SG,SA,$8300,57.9
3,Josh Hart,SG,LAL,$6200,50.4
4,Brandon Ingram,SF,LAL,$6900,45.6
5,Mario Hezonja,SF,NY,$3500,30.9
6,Anthony Davis,PF,NO,$12500,69.1
7,Kenneth Faried,PF,BKN,$3500,33.9
8,Clint Capela,C,HOU,$9000,50.8
