,Player,Pos,Team,Salary,Score
0,Chris Paul,PG,HOU,$8100,50.4
1,Shaquille Harrison,PG,CHI,$3500,25.3
2,D'Angelo Russell,SG,BKN,$7900,53
3,Buddy Hield,SG,SAC,$6700,35.6
4,Danilo Gallinari,SF,LAC,$7100,42.7
5,DeMarre Carroll,SF,BKN,$3800,33.9
6,Montrezl Harrell,PF,LAC,$7800,44.5
7,Harry Giles III,PF,SAC,$4700,38.7
8,Nikola Vucevic,C,ORL,$10000,62.5
