,Player,Pos,Team,Salary,Score
0,Russell Westbrook,PG,OKC,$11700,82.5
1,Derrick White,PG,SA,$6200,34.3
2,Kentavious Caldwell-Pope,SG,LAL,$6000,35
3,Kent Bazemore,SG,ATL,$3800,40.8
4,Paul George,SF,OKC,$10200,49.7
5,Corey Brewer,SF,SAC,$3600,23.5
6,Jerami Grant,PF,OKC,$5600,32.5
7,Kenneth Faried,PF,HOU,$4100,28.7
8,DeMarcus Cousins,C,GS,$8500,58.1
