,Player,Pos,Team,Salary,Score
0,Russell Westbrook,PG,OKC,$11700,63.9
1,Emmanuel Mudiay,PG,NY,$5200,35.4
2,James Harden,SG,HOU,$12400,76.9
3,Tyler Dorsey,SG,MEM,$3700,47.1
4,Kawhi Leonard,SF,TOR,$9900,48.2
5,Joe Harris,SF,BKN,$4100,32.6
6,Ed Davis,PF,BKN,$3800,37
7,JaMychal Green,PF,LAC,$3500,17.3
8,JaVale McGee,C,LAL,$5600,75
