,Player,Pos,Team,Salary,Score
0,J.J. Barea,PG,DAL,$4500,31.6
1,Tyler Johnson,PG,MIA,$4200,27.8
2,James Harden,SG,HOU,$12400,63.2
3,Luka Doncic,SG,DAL,$8200,52.3
4,Danilo Gallinari,SF,LAC,$7000,48.2
5,Derrick Jones Jr.,SF,MIA,$5200,38.1
6,Montrezl Harrell,PF,LAC,$6800,36.2
7,James Johnson,PF,MIA,$3800,24.5
8,DeAndre Jordan,C,DAL,$7200,46.4
