,Player,Pos,Team,Salary,Score
0,Mike Conley,PG,MEM,$8900,58
1,Tony Parker,PG,CHA,$3800,36.7
2,Marcus Smart,SG,BOS,$4500,38.1
3,Alec Burks,SG,CLE,$3600,34.2
4,Harrison Barnes,SF,DAL,$6000,43
5,DeMarre Carroll,SF,BKN,$3600,38.9
6,Anthony Davis,PF,NO,$12300,67.8
7,Paul Millsap,PF,DEN,$6700,49
8,Andre Drummond,C,DET,$10300,62
