,Player,Pos,Team,Salary,Score
0,Stephen Curry,PG,GS,$10200,71.7
1,Lonzo Ball,PG,LAL,$7100,39.6
2,Alec Burks,SG,CLE,$4900,41.6
3,Andre Iguodala,SG,GS,$4300,31.4
4,Cedi Osman,SF,CLE,$4500,35.1
5,Wes Iwundu,SF,ORL,$3500,18.8
6,Kyle Kuzma,PF,LAL,$7300,41.8
7,Aaron Gordon,PF,ORL,$7100,42.1
8,Nikola Jokic,C,DEN,$11000,61
