,Player,Pos,Team,Salary,Score
0,Fred VanVleet,PG,TOR,$5300,42
1,Jalen Brunson,PG,DAL,$3600,39.2
2,Donovan Mitchell,SG,UTA,$7400,49.5
3,Jalen Jones,SG,CLE,$3500,26
4,Giannis Antetokounmpo,SF,MIL,$12400,67.6
5,Justin Jackson,SF,SAC,$3600,37.5
6,Blake Griffin,PF,DET,$9100,56.5
7,Serge Ibaka,PF,TOR,$6600,43.3
8,Julius Randle,C,NO,$8400,49.4
