,Player,Pos,Team,Salary,Score
0,Patrick Beverley,PG,LAC,$7500,44.3
1,Shai Gilgeous-Alexander,PG,LAC,$5800,40
2,Klay Thompson,SG,GS,$6600,30.9
3,Andre Iguodala,SG,GS,$5000,36.8
4,Kevin Durant,SF,GS,$10800,66.7
5,Danilo Gallinari,SF,LAC,$7800,43
6,Draymond Green,PF,GS,$7600,56.8
7,JaMychal Green,PF,LAC,$4400,16.6
8,Greg Monroe,C,PHI,$4000,7.2
