,Player,Pos,Team,Salary,Score
0,Spencer Dinwiddie,PG,BKN,$6900,54.9
1,D.J. Augustin,PG,ORL,$4800,44.4
2,Devin Booker,SG,PHO,$9100,59.4
3,DeMar DeRozan,SG,SA,$8700,52.9
4,Juancho Hernangomez,SF,DEN,$5200,44.1
5,Joe Harris,SF,BKN,$4500,38.2
6,Montrezl Harrell,PF,LAC,$6600,54.3
7,Rondae Hollis-Jefferson,PF,BKN,$5400,50
8,Marc Gasol,C,MEM,$8500,53.8
