,Player,Pos,Team,Salary,Score
0,Kyrie Irving,PG,BOS,$9500,46.9
1,Tim Frazier,PG,MIL,$3600,9.2
2,James Harden,SG,HOU,$11800,53.8
3,Eric Gordon,SG,HOU,$5000,35.8
4,Gordon Hayward,SF,BOS,$5900,29.3
5,Nikola Mirotic,SF,MIL,$3600,17.8
6,Draymond Green,PF,GS,$8100,39.3
7,Marcus Morris,PF,BOS,$5600,27.9
8,Al Horford,C,BOS,$6800,49.7
