,Player,Pos,Team,Salary,Score
0,Kyrie Irving,PG,BOS,$9700,68.6
1,Mike Conley,PG,MEM,$7800,47.8
2,D'Angelo Russell,SG,BKN,$7900,53.8
3,Klay Thompson,SG,GS,$7000,51.6
4,DeAndre' Bembry,SF,ATL,$5600,40.9
5,Derrick Jones Jr.,SF,MIA,$3700,34.8
6,Derrick Favors,PF,UTA,$5800,32.8
7,Jonas Jerebko,PF,GS,$3500,16.2
8,Jusuf Nurkic,C,POR,$9000,58.1
