,Player,Pos,Team,Salary,Score
0,Damian Lillard,PG,POR,$10600,59.2
1,Michael Carter-Williams,PG,ORL,$3500,35.7
2,Devin Booker,SG,PHO,$9300,66.8
3,D'Angelo Russell,SG,BKN,$9100,58.8
4,Bruno Caboclo,SF,MEM,$4000,45.2
5,Jared Dudley,SF,BKN,$3500,31.5
6,Derrick Favors,PF,UTA,$6800,41.1
7,Ed Davis,PF,BKN,$4200,23.8
8,Jusuf Nurkic,C,POR,$8400,75.7
