,Player,Pos,Team,Salary,Score
0,Tomas Satoransky,PG,WAS,$6200,45.8
1,Ricky Rubio,PG,UTA,$6100,40.8
2,Luka Doncic,SG,DAL,$9100,61.4
3,Andrew Wiggins,SG,MIN,$6400,49.6
4,Paul George,SF,OKC,$10900,60.1
5,Luol Deng,SF,MIN,$3500,24.8
6,LaMarcus Aldridge,PF,SA,$8400,56.8
7,Richaun Holmes,PF,PHO,$4600,40.5
8,Ivica Zubac,C,LAL,$4800,53.2
