,Player,Pos,Team,Salary,Score
0,Kyrie Irving,PG,BOS,$9200,57.5
1,T.J. McConnell,PG,PHI,$3900,24.7
2,Malcolm Brogdon,SG,MIL,$5500,37.2
3,Andre Iguodala,SG,GS,$3900,35
4,Giannis Antetokounmpo,SF,MIL,$11500,67.3
5,Paul George,SF,OKC,$10300,52.8
6,Jayson Tatum,PF,BOS,$6800,47.5
7,Jerami Grant,PF,OKC,$5400,39.8
8,Ivica Zubac,C,LAL,$3500,39.2
