,Player,Pos,Team,Salary,Score
0,Stephen Curry,PG,GS,$9400,56.7
1,Alex Caruso,PG,LAL,$5200,57.5
2,Delon Wright,SG,MEM,$7000,65
3,Jamal Crawford,SG,PHO,$4500,46.9
4,Danilo Gallinari,SF,LAC,$7500,58.2
5,Mario Hezonja,SF,NY,$4700,50.7
6,Blake Griffin,PF,DET,$8400,62.9
7,Ray Spalding,PF,PHO,$3500,53.6
8,Nikola Jokic,C,DEN,$9800,58.1
