,Player,Pos,Team,Salary,Score
0,Derrick White,PG,SA,$5900,46.6
1,Reggie Jackson,PG,DET,$5400,42.9
2,Lou Williams,SG,LAC,$7300,44.6
3,Terrence Ross,SG,ORL,$5200,43.8
4,LeBron James,SF,LAL,$10600,53.3
5,Harrison Barnes,SF,DAL,$5400,37.4
6,Draymond Green,PF,GS,$7200,47.6
7,D.J. Wilson,PF,MIL,$3500,30.5
8,Andre Drummond,C,DET,$9200,52
