,Player,Pos,Team,Salary,Score
0,John Wall,PG,WAS,$8900,64.7
1,Spencer Dinwiddie,PG,BKN,$6000,47.9
2,Furkan Korkmaz,SG,PHI,$4200,36.6
3,Langston Galloway,SG,DET,$3500,29.6
4,Nemanja Bjelica,SF,SAC,$4500,40.5
5,Jeff Green,SF,WAS,$3600,43
6,Anthony Davis,PF,NO,$12400,74.6
7,Thaddeus Young,PF,IND,$5800,60.2
8,Joel Embiid,C,PHI,$10700,62.4
