,Player,Pos,Team,Salary,Score
0,Patrick Beverley,PG,LAC,$4900,42.5
1,Darren Collison,PG,IND,$4500,37.7
2,CJ McCollum,SG,POR,$8300,43.3
3,Terrance Ferguson,SG,OKC,$3500,11.6
4,Paul George,SF,OKC,$10400,55
5,Kawhi Leonard,SF,TOR,$9600,55.2
6,Aaron Gordon,PF,ORL,$6700,42.9
7,Al-Farouq Aminu,PF,POR,$5200,35.8
8,Al Horford,C,BOS,$6700,33.9
