,Player,Pos,Team,Salary,Score
0,Jamal Murray,PG,DEN,$8200,46.5
1,Ben Simmons,PG,PHI,$7400,39.6
2,CJ McCollum,SG,POR,$7500,41.7
3,Gary Harris,SG,DEN,$5800,33.1
4,Kawhi Leonard,SF,TOR,$10500,49.9
5,Rodney Hood,SF,POR,$4400,29.8
6,Paul Millsap,PF,DEN,$8100,37.7
7,Zach Collins,PF,POR,$4400,38.3
8,Boban Marjanovic,C,PHI,$3500,1
