,Player,Pos,Team,Salary,Score
0,Damian Lillard,PG,POR,$10600,46.6
1,Collin Sexton,PG,CLE,$4900,43.6
2,Dwyane Wade,SG,MIA,$5700,44.2
3,Wayne Selden,SG,MEM,$3500,36
4,LeBron James,SF,LAL,$11100,44.1
5,Justise Winslow,SF,MIA,$4900,46.7
6,John Collins,PF,ATL,$7700,53.9
7,Daniel Theis,PF,BOS,$3500,56.5
8,Tristan Thompson,C,CLE,$8100,59.3
