,Player,Pos,Team,Salary,Score
0,Patrick Beverley,PG,LAC,$5500,43.1
1,Ryan Arcidiacono,PG,CHI,$4000,19.6
2,Lou Williams,SG,LAC,$7800,48.6
3,Jeremy Lamb,SG,CHA,$5300,46.5
4,LeBron James,SF,LAL,$12000,58.9
5,Brandon Ingram,SF,LAL,$6500,48.2
6,Julius Randle,PF,NO,$7800,52.3
7,Kelly Olynyk,PF,MIA,$4600,44.5
8,Cody Zeller,C,CHA,$6400,58.8
