,Player,Pos,Team,Salary,Score
0,Rajon Rondo,PG,LAL,$6100,52
1,Patrick Beverley,PG,LAC,$6000,42.8
2,Buddy Hield,SG,SAC,$7600,52.7
3,Allonzo Trier,SG,NY,$4200,44.6
4,Kelly Oubre Jr.,SF,PHO,$7700,54.1
5,Corey Brewer,SF,SAC,$3600,13.1
6,Julius Randle,PF,NO,$9000,56.1
7,Anthony Davis,PF,NO,$7600,49.7
8,Deandre Ayton,C,PHO,$8200,45.4
