,Player,Pos,Team,Salary,Score
0,Kyle Lowry,PG,TOR,$8000,45.6
1,Shai Gilgeous-Alexander,PG,LAC,$5200,41
2,Bogdan Bogdanovic,SG,SAC,$5700,38.8
3,Danny Green,SG,TOR,$4300,32.5
4,Kevin Durant,SF,GS,$11500,72.2
5,Kawhi Leonard,SF,TOR,$10200,56.1
6,Domantas Sabonis,PF,IND,$7500,46.5
7,Jonas Jerebko,PF,GS,$3800,38.3
8,Tyson Chandler,C,LAL,$3600,21.8
