,Player,Pos,Team,Salary,Score
0,Kyrie Irving,PG,BOS,$8500,65.4
1,Shai Gilgeous-Alexander,PG,LAC,$4000,27.6
2,Devin Booker,SG,PHO,$8200,58.1
3,Malcolm Brogdon,SG,MIL,$4500,31.1
4,Paul George,SF,OKC,$10500,58.2
5,TJ Warren,SF,PHO,$4500,44.9
6,Montrezl Harrell,PF,LAC,$5800,40.2
7,Marcus Morris,PF,BOS,$5100,29.1
8,Steven Adams,C,OKC,$7800,42
