,Player,Pos,Team,Salary,Score
0,Emmanuel Mudiay,PG,NY,$5700,37.1
1,Seth Curry,PG,POR,$3500,28.7
2,Bogdan Bogdanovic,SG,SAC,$6100,37.5
3,Malik Beasley,SG,DEN,$4500,40.7
4,Kawhi Leonard,SF,TOR,$10000,51.7
5,Jae Crowder,SF,UTA,$4800,36.2
6,Blake Griffin,PF,DET,$9400,45.8
7,Pascal Siakam,PF,TOR,$6600,40.5
8,Jusuf Nurkic,C,POR,$8700,88.1
