,Player,Pos,Team,Salary,Score
0,De'Aaron Fox,PG,SAC,$8200,44.7
1,Ryan Arcidiacono,PG,CHI,$3900,37.8
2,Lou Williams,SG,LAC,$5200,38.9
3,Josh Okogie,SG,MIN,$3600,25.4
4,Kevin Durant,SF,GS,$9700,67.9
5,Justise Winslow,SF,MIA,$5300,46.7
6,Anthony Davis,PF,NO,$12500,69.4
7,Ed Davis,PF,BKN,$4100,36.8
8,Deandre Ayton,C,PHO,$7400,62.1
