,Player,Pos,Team,Salary,Score
0,Kemba Walker,PG,CHA,$9800,56.9
1,Tim Frazier,PG,MIL,$3600,55.7
2,Anfernee Simons,SG,POR,$3500,58.7
3,Grayson Allen,SG,UTA,$3500,57.4
4,Miles Bridges,SF,CHA,$5300,39.5
5,Bonzie Colson,SF,MIL,$3500,40
6,LaMarcus Aldridge,PF,SA,$8400,58.7
7,John Collins,PF,ATL,$7700,59
8,Nikola Jokic,C,DEN,$10300,53.8
